Coin name,Percentage change,2023-09-03 01:00:00,2023-09-03 02:00:00,2023-09-03 03:00:00,2023-09-03 04:00:00,2023-09-03 05:00:00,2023-09-03 06:00:00,2023-09-03 07:00:00,2023-09-03 08:00:00,2023-09-03 09:00:00,2023-09-03 10:00:00,2023-09-03 11:00:00,2023-09-03 12:00:00,2023-09-03 13:00:00,2023-09-03 14:00:00,2023-09-03 15:00:00,2023-09-03 16:00:00,2023-09-03 17:00:00,2023-09-03 18:00:00,2023-09-03 19:00:00,2023-09-03 20:00:00,2023-09-03 21:00:00,2023-09-03 22:00:00,2023-09-03 23:00:00,2023-09-04 00:00:00,2023-09-04 01:00:00,2023-09-04 02:00:00,2023-09-04 03:00:00,2023-09-04 04:00:00,2023-09-04 05:00:00,2023-09-04 06:00:00,2023-09-04 07:00:00,2023-09-04 08:00:00,2023-09-04 09:00:00,2023-09-04 10:00:00,2023-09-04 11:00:00,2023-09-04 12:00:00,2023-09-04 13:00:00,2023-09-04 14:00:00,2023-09-04 15:00:00,2023-09-04 16:00:00,2023-09-04 17:00:00,2023-09-04 18:00:00,2023-09-04 19:00:00,2023-09-04 20:00:00,2023-09-04 21:00:00,2023-09-04 22:00:00,2023-09-04 23:00:00,2023-09-05 00:00:00,2023-09-05 01:00:00,2023-09-05 02:00:00,2023-09-05 03:00:00,2023-09-05 04:00:00,2023-09-05 05:00:00,2023-09-05 06:00:00,2023-09-05 07:00:00,2023-09-05 08:00:00,2023-09-05 09:00:00,2023-09-05 10:00:00,2023-09-05 11:00:00,2023-09-05 12:00:00,2023-09-05 13:00:00,2023-09-05 14:00:00,2023-09-05 15:00:00,2023-09-05 16:00:00,2023-09-05 17:00:00,2023-09-05 18:00:00,2023-09-05 19:00:00,2023-09-05 20:00:00,2023-09-05 21:00:00,2023-09-05 22:00:00,2023-09-05 23:00:00,2023-09-06 00:00:00,2023-09-06 01:00:00,2023-09-06 02:00:00,2023-09-06 03:00:00,2023-09-06 04:00:00,2023-09-06 05:00:00,2023-09-06 06:00:00,2023-09-06 07:00:00,2023-09-06 08:00:00,2023-09-06 09:00:00,2023-09-06 10:00:00,2023-09-06 11:00:00,2023-09-06 12:00:00,2023-09-06 13:00:00,2023-09-06 14:00:00,2023-09-06 15:00:00,2023-09-06 16:00:00,2023-09-06 17:00:00,2023-09-06 18:00:00,2023-09-06 19:00:00,2023-09-06 20:00:00,2023-09-06 21:00:00,2023-09-06 22:00:00,2023-09-06 23:00:00,2023-09-07 00:00:00,2023-09-07 01:00:00,2023-09-07 02:00:00,2023-09-07 03:00:00,2023-09-07 04:00:00,2023-09-07 05:00:00,2023-09-07 06:00:00,2023-09-07 07:00:00,2023-09-07 08:00:00,2023-09-07 09:00:00,2023-09-07 10:00:00,2023-09-07 11:00:00,2023-09-07 12:00:00,2023-09-07 13:00:00,2023-09-07 14:00:00,2023-09-07 15:00:00,2023-09-07 16:00:00,2023-09-07 17:00:00,2023-09-07 18:00:00,2023-09-07 19:00:00,2023-09-07 20:00:00,2023-09-07 21:00:00,2023-09-07 22:00:00,2023-09-07 23:00:00,2023-09-08 00:00:00,2023-09-08 01:00:00,2023-09-08 02:00:00,2023-09-08 03:00:00,2023-09-08 04:00:00,2023-09-08 05:00:00,2023-09-08 06:00:00,2023-09-08 07:00:00,2023-09-08 08:00:00,2023-09-08 09:00:00,2023-09-08 10:00:00,2023-09-08 11:00:00,2023-09-08 12:00:00,2023-09-08 13:00:00,2023-09-08 14:00:00,2023-09-08 15:00:00,2023-09-08 16:00:00,2023-09-08 17:00:00,2023-09-08 18:00:00,2023-09-08 19:00:00,2023-09-08 20:00:00,2023-09-08 21:00:00,2023-09-08 22:00:00,2023-09-08 23:00:00,2023-09-09 00:00:00,2023-09-09 01:00:00,2023-09-09 02:00:00,2023-09-09 03:00:00,2023-09-09 04:00:00,2023-09-09 05:00:00,2023-09-09 06:00:00,2023-09-09 07:00:00,2023-09-09 08:00:00,2023-09-09 09:00:00,2023-09-09 10:00:00,2023-09-09 11:00:00,2023-09-09 12:00:00,2023-09-09 13:00:00,2023-09-09 14:00:00,2023-09-09 15:00:00,2023-09-09 16:00:00,2023-09-09 17:00:00,2023-09-09 18:00:00,2023-09-09 19:00:00,2023-09-09 20:00:00,2023-09-09 21:00:00,2023-09-09 22:00:00,2023-09-09 23:00:00,2023-09-10 00:00:00
Bonfida,+0.63%,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,15,0,0,0,0,5,0,9,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,4,0,0,0,9,15,0,0,0,20,0,0,27,0,0,0,12,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,27,0,68,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,29,0,0,80,18,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,19,0,0,0,0,41,28,100,0,8,0,10,0,10,13,0,0,0,0,5,8
Unifi Protocol DAO,+0.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenANX,+0.60%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vEmpire DDAO,+0.57%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flux,+0.56%,0,0,0,0,0,0,0,0,0,34,0,0,24,12,0,5,0,4,4,5,0,0,0,0,0,0,0,0,9,0,22,42,0,0,0,0,11,6,7,0,0,0,4,0,0,0,0,0,0,6,0,25,0,0,0,0,0,0,11,0,0,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,10,11,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,31,0,21,0,0,0,0,3,0,0,0,3,3,4,0,0,0,4,5,19,0,0,20,0,53,0,18,0,12,10,0,0,5,0,0,9,8,3,3,0
DEAPCoin,+0.55%,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,42,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,35,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,43,22,21,0,42,0,0,0,10,4,8,4,0,7,6,0,3,0,0
Energy Web Token,+0.52%,0,9,0,0,0,0,0,43,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,4,7,0,0,4,6,0,0,13,0,0,26,0,0,0,0,0,0,4,0,5,0,4,3,0,0,0,0,0,0,4,0,0,0,68,0,40,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,7,0,0,30,0,62,22,17,0,9,6,4,4,6,0,8,3,0,0,0,0
Firo,+0.49%,7,0,0,0,0,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,0,15,0,76,0,0,20,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,25,0,0,35,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,15,0,0,19,0,0,0,7,22,0,9,4,6,0,4,3,0,0,4,0
SingularityDAO,+0.48%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEN Crypto,+0.47%,0,0,0,30,0,0,100,47,0,0,49,0,0,0,0,0,0,12,0,16,0,10,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,12,26,0,0,0,8,0,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,12,19,20,0,0,11,0,12,0,0,0,0,0,0,0,0,0,29,0,0,0,51,0,28,0,13,0,0,21,0,0,0,0,8,0,13,0,0,9,0,0,0,57,0,0,0,0,0,0,18,0,0,0,0,0,0,23,0,0,0,0,0,16,0,0,0,0,45,52,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,57,18,0,28,50,62,57,81,0,47,18,12,10,0,8,12,0,16,8,0,9,0
Creditcoin,+0.45%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BakeryToken,+0.44%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,+0.44%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon Prime,+0.41%,8,0,18,0,0,0,0,0,39,0,0,0,0,24,0,0,0,0,18,0,0,18,0,8,0,0,0,0,0,0,0,0,0,64,0,0,10,0,8,0,0,0,0,0,7,0,17,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,87,0,0,14,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,28,33,0,39,0,0,0,9,0,0,9,0,0,0,7,0,0,0,0,14,5,14,0,17,0,0,0,0,0,0,0,12,0,7,0,0,0,0,13,6,10,0,0,0,0,10,0,25,0,0,0,41,36,0,0,22,0,9,8,8,6,7,0,7,0,0,0,0
Lovely Inu,+0.40%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitgert,+0.38%,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,25,0,8,20,0,15,0,0,0,58,30,0,0,0,0,0,0,0,0,9,0,0,29,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,12,7,0,16,0,0,0,0,0,0,0,0,0,0,0,21,17,6,0,0,17,0,0,0,6,0,0,7,6,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,38,0,0,35,0,7,14,12,0,14,9,0,0,0,0,0
SwftCoin,+0.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbo,+0.35%,23,0,0,0,0,0,0,0,43,0,0,0,0,0,14,0,7,0,17,0,0,0,0,0,0,8,10,0,0,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,9,0,0,26,18,0,0,59,0,0,0,0,0,0,0,5,6,0,0,6,0,0,0,14,0,0,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,28,0,0,0,0,19,12,19,18,0,100,44,58,46,22,0,0,0,18,11,7,8,0,9,23,10,7,0
Bone ShibaSwap,+0.34%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burger Swap,+0.31%,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,5,0,0,0,0,0,14,0,0,18,0,0,0,0,38,0,0,0,0,0,0,0,0,0,7,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,8,0,0,0,5,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,9,15,23,0,0,51,92,25,21,0,20,0,0,19,0,22,29,7,7,0,0,15
Everipedia,+0.31%,0,0,0,0,43,20,0,0,46,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,19,17,0,0,0,100,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,66,47,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,15,0,13,0,86,0,0,79,25,0,14,0,7,0,0,0,8,5,9,0,0,0
VIDT DAO,+0.31%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ispolink,+0.30%,0,0,0,0,15,18,0,85,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,12,0,0,28,42,0,0,0,0,0,0,0,0,0,9,0,4,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,14,0,0,0,48,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,12,19,13,0,0,51,34,83,48,16,33,17,12,16,17,0,6,7,15,0,0,0
