date,Nest Protocol crypto,AGI Token crypto,Sperax crypto,Flamingo crypto,Dawn Protocol crypto,isPartial,Unibot crypto,DREP crypto,Refereum crypto,Fei Protocol crypto,BeNFT AI crypto,isPartial,FTX Token crypto,Crust Network crypto,Machine Xchange Coin crypto,Crypton crypto,TENET crypto,isPartial,Ooki Protocol crypto,e-RADIX crypto,Akropolis crypto,Bitget Token crypto,Polkastarter crypto,isPartial,StreamCoin crypto,Dvision Network crypto,Wing Finance crypto,Tokenlon crypto,Verge crypto,isPartial,Rally crypto,Crypto One Stop Solution crypto,Bonfida crypto,Unifi Protocol DAO crypto,OpenANX crypto,isPartial,vEmpire DDAO crypto,Flux crypto,DEAPCoin crypto,Energy Web Token crypto,Firo crypto,isPartial,SingularityDAO crypto,XEN Crypto crypto,Creditcoin crypto,BakeryToken crypto,LBR crypto,isPartial,Echelon Prime crypto,Lovely Inu crypto,Bitgert crypto,SwftCoin crypto,Turbo crypto,isPartial,Bone ShibaSwap crypto,Burger Swap crypto,Everipedia crypto,VIDT DAO crypto,Ispolink crypto,isPartial
2023-09-03 11:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,100,False,0,0,0,0,0,False,0,0,0,0,12,False,0,49,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 12:00:00,25,0,0,11,0,False,45,0,0,0,0,False,0,0,0,0,0,False,0,0,15,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 13:00:00,0,0,0,0,0,False,27,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,28,False,0,0,0,0,0,False,0,0,0,0,0,False,0,24,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 14:00:00,0,0,0,7,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,12,0,10,0,False,0,0,0,0,0,False,24,0,0,0,0,False,0,0,12,0,0,False
2023-09-03 15:00:00,0,0,6,0,0,False,0,0,0,0,0,False,6,0,0,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,14,False,0,20,0,0,0,False
2023-09-03 16:00:00,8,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,8,0,0,False,0,0,0,0,0,False,0,0,15,0,0,False,0,5,0,0,0,False,0,0,0,0,0,False,0,0,7,0,0,False,0,0,0,0,0,False
2023-09-03 17:00:00,10,0,7,0,0,False,0,0,0,0,0,False,0,0,0,6,0,False,0,0,0,0,6,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,7,False,0,8,0,0,0,False
2023-09-03 18:00:00,0,0,0,0,0,False,0,9,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,12,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 19:00:00,18,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,17,0,6,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,4,0,0,False,0,0,0,0,0,False,18,0,0,0,17,False,0,0,0,0,0,False
2023-09-03 20:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,4,False,0,0,0,0,0,False,0,0,0,0,0,False,13,0,0,0,0,False,0,5,0,0,0,False,0,16,0,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False
2023-09-03 21:00:00,0,0,0,0,0,False,0,15,0,0,0,False,0,0,0,0,0,False,0,0,0,0,7,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 22:00:00,0,0,5,0,0,False,0,0,0,0,0,False,0,0,0,7,0,False,0,0,15,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,10,0,0,0,False,18,0,14,0,0,False,0,0,0,0,0,False
2023-09-03 23:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,15,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 00:00:00,0,0,0,0,0,False,0,0,0,14,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,22,False,0,0,10,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,8,0,25,0,0,False,0,0,0,0,0,False
2023-09-04 01:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,17,False,0,0,0,0,8,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 02:00:00,6,0,0,15,0,False,0,0,0,8,0,False,0,0,0,0,0,False,0,0,0,0,7,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,8,0,8,False,0,0,0,0,0,False
2023-09-04 03:00:00,0,0,0,0,0,False,0,0,0,13,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,20,0,10,False,0,0,0,0,0,False
2023-09-04 04:00:00,7,0,0,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,14,False,0,0,0,0,21,False,13,0,0,0,0,False,0,0,0,0,10,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,12,False
2023-09-04 05:00:00,13,0,22,0,0,False,0,0,0,0,0,False,11,0,0,11,0,False,0,0,0,0,0,False,0,0,0,0,24,False,0,0,0,0,0,False,0,9,0,0,0,False,0,0,0,0,0,False,0,0,15,0,0,False,0,0,0,0,15,False
2023-09-04 06:00:00,0,0,0,0,0,False,0,0,0,0,0,False,27,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,32,False,0,0,0,0,0,False,0,0,0,10,0,False,0,50,0,0,0,False,0,0,0,0,40,False,0,0,0,0,0,False
2023-09-04 07:00:00,0,0,0,53,0,False,0,0,0,72,0,False,0,0,0,34,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,22,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 08:00:00,0,0,59,0,0,False,0,0,0,0,0,False,0,0,0,0,24,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,42,33,0,0,False,0,0,0,0,0,False,0,0,0,0,35,False,0,0,0,0,54,False
2023-09-04 09:00:00,58,0,0,0,0,False,0,0,0,0,0,False,24,0,0,0,0,False,0,0,43,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,58,0,0,False,0,0,0,0,0,False
2023-09-04 10:00:00,30,0,0,0,0,False,0,0,0,100,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,64,0,30,0,0,False,0,0,0,0,0,False
2023-09-04 11:00:00,0,0,16,0,0,False,61,0,0,0,0,False,0,0,0,0,26,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,45,0,0,False
2023-09-04 12:00:00,0,0,0,13,0,False,0,21,0,0,0,False,0,0,0,20,17,False,0,0,20,0,0,False,0,0,0,0,0,False,0,0,13,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,15,0,0,False
2023-09-04 13:00:00,0,0,0,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,11,False,0,0,0,0,42,False,23,0,0,0,0,False,0,11,0,0,14,False,0,0,0,0,0,False,10,0,0,0,0,False,0,10,0,0,0,False
2023-09-04 14:00:00,0,0,0,9,0,False,0,0,0,16,0,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,9,0,0,0,0,False,0,6,0,0,0,False,0,12,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 15:00:00,8,0,0,0,0,False,12,15,0,15,0,False,0,0,0,0,0,False,0,0,8,0,20,False,0,0,0,0,0,False,0,0,0,0,0,False,0,7,0,0,7,False,0,26,0,0,0,False,8,0,0,0,0,False,0,9,0,0,0,False
2023-09-04 16:00:00,5,0,0,0,0,False,0,0,0,0,0,False,12,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 17:00:00,0,0,0,0,0,False,0,16,0,42,0,False,0,0,0,0,0,False,0,0,0,0,11,False,0,0,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 18:00:00,0,0,0,0,0,False,10,15,0,0,0,False,0,0,0,0,0,False,0,0,8,0,0,False,0,0,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,6,0,0,0,False
2023-09-04 19:00:00,0,0,0,12,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,8,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False
2023-09-04 20:00:00,0,0,0,0,0,False,0,0,0,28,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,13,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 21:00:00,0,0,0,0,0,False,0,25,0,11,0,False,0,0,0,5,0,False,0,0,18,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,13,0,0,0,False,7,0,0,0,0,False,0,0,12,0,0,False
2023-09-04 22:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,6,0,False,0,0,0,0,0,False,0,0,0,0,10,False,0,0,0,0,0,False,0,0,0,0,0,False,0,12,0,0,0,False,0,0,29,0,0,False,0,0,0,0,31,False
2023-09-04 23:00:00,0,0,0,6,0,False,0,0,0,0,0,False,4,0,0,0,15,False,0,0,0,0,0,False,0,0,0,0,0,False,8,0,0,0,0,False,0,0,0,0,0,False,0,11,0,0,0,False,17,0,0,0,12,False,0,0,0,0,0,False
2023-09-05 00:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,3,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,8,0,0,False
2023-09-05 01:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,23,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 02:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,6,0,0,0,False,0,0,0,0,0,False,10,0,11,0,0,False,0,0,0,0,12,False
2023-09-05 03:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 04:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,11,0,False,0,0,0,0,23,False,0,0,0,0,0,False,23,0,0,0,0,False,0,25,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 05:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,21,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,17,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,28,False
2023-09-05 06:00:00,0,0,37,0,0,False,0,0,0,33,0,False,20,0,0,21,0,False,0,0,51,0,22,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,40,False,0,0,0,0,42,False
2023-09-05 07:00:00,0,0,0,0,0,False,0,0,0,92,0,False,0,0,0,0,0,False,0,0,45,0,0,False,0,0,0,0,0,False,39,0,0,0,0,False,0,0,34,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 08:00:00,0,0,0,26,0,False,51,0,0,0,0,False,0,0,0,0,24,False,0,0,0,0,0,False,0,0,0,0,0,False,91,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 09:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,42,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 10:00:00,89,0,0,0,0,False,0,0,0,0,0,False,52,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 11:00:00,0,0,22,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,11,11,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,20,0,0,0,False
2023-09-05 12:00:00,9,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,32,False,10,0,0,0,0,False,0,0,0,0,0,False,0,12,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 13:00:00,10,0,0,0,0,False,0,10,0,0,0,False,0,0,0,12,0,False,0,0,0,0,0,False,0,0,0,0,13,False,0,0,0,0,0,False,0,0,0,0,0,False,0,19,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 14:00:00,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False,0,10,0,7,11,False,0,20,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 15:00:00,0,0,0,5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,10,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,17,0,0,False
2023-09-05 16:00:00,0,0,0,0,0,False,7,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,5,False,0,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,8,0,0,9,False
2023-09-05 17:00:00,12,0,0,10,0,False,0,0,0,0,0,False,0,0,0,12,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,7,0,0,0,False,0,11,0,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False
2023-09-05 18:00:00,0,0,8,9,0,False,0,0,0,0,0,False,3,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,3,0,0,0,False,0,0,0,0,0,False,0,0,7,0,0,False,0,0,0,0,4,False
2023-09-05 19:00:00,0,0,0,0,0,False,8,0,0,0,0,False,9,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,6,0,0,0,0,False,0,0,0,0,0,False,0,12,0,0,0,False,0,0,0,0,0,False,0,0,7,0,8,False
2023-09-05 20:00:00,0,0,0,0,0,False,9,9,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 21:00:00,0,0,0,0,0,False,0,0,0,0,0,False,4,0,0,0,4,False,0,0,11,0,0,False,0,0,0,0,18,False,9,0,4,0,0,False,0,0,0,5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,6,False
2023-09-05 22:00:00,0,0,0,0,0,False,0,0,0,0,0,False,4,0,0,0,0,False,0,0,0,0,9,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,11,False,0,0,0,0,0,False
2023-09-05 23:00:00,13,0,0,0,0,False,0,0,0,0,0,False,5,0,0,0,0,False,0,0,10,0,8,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,5,False,0,14,0,0,0,False
2023-09-06 00:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,9,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,8,False,0,0,0,0,0,False
2023-09-06 01:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,8,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,9,0,0,False,0,0,8,0,0,False,0,0,0,0,0,False,0,0,0,0,9,False,0,0,0,0,0,False
2023-09-06 02:00:00,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,13,False,0,0,15,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,18,19,0,0,False
2023-09-06 03:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,29,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,15,0,0,False,0,0,17,0,0,False
2023-09-06 04:00:00,0,0,13,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,54,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,16,0,17,0,26,False,0,0,0,0,0,False
2023-09-06 05:00:00,0,0,27,37,0,False,0,0,0,0,0,False,0,0,0,0,42,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,8,16,False,0,29,0,0,0,False,24,0,0,0,18,False,0,0,0,0,0,False
2023-09-06 06:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,82,False,35,0,20,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 07:00:00,0,0,0,40,0,False,51,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,100,35,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,38,100,0,0,False
2023-09-06 08:00:00,0,0,69,0,0,False,0,0,0,0,0,False,0,0,0,39,45,False,0,0,0,0,0,False,0,0,0,0,58,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,87,0,0,0,59,False,0,0,0,0,0,False
2023-09-06 09:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,47,False,0,0,0,0,0,False,0,0,0,0,0,False,73,0,27,0,0,False,0,0,0,0,0,False,0,51,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 10:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,19,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,52,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 11:00:00,0,0,0,23,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,27,False,0,0,0,0,0,False,0,0,0,0,0,False,0,28,0,0,0,False,14,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 12:00:00,0,0,0,0,0,False,0,11,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,10,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 13:00:00,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,12,0,0,False,0,0,4,0,0,False,0,13,0,0,0,False,0,0,0,0,0,False,0,0,14,0,0,False
2023-09-06 14:00:00,0,0,0,8,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,10,4,0,0,False,0,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False
2023-09-06 15:00:00,0,0,0,0,0,False,0,0,0,0,0,False,5,0,0,0,6,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,11,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,7,False
2023-09-06 16:00:00,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,6,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,21,0,0,0,False,0,0,0,0,5,False,0,0,0,0,0,False
2023-09-06 17:00:00,7,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,8,0,0,False,0,0,0,0,0,False,10,0,0,0,6,False,0,7,0,0,0,False
2023-09-06 18:00:00,0,0,0,0,0,False,0,0,0,13,0,False,6,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,7,False,0,0,0,0,0,False,0,0,0,4,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,11,0,0,0,False
2023-09-06 19:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,5,False,0,0,0,0,5,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,6,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 20:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,15,0,False,0,0,0,0,0,False,0,0,0,0,9,False,0,0,5,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,6,False,0,7,0,0,0,False
2023-09-06 21:00:00,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,3,0,4,0,False,0,8,0,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False
2023-09-06 22:00:00,0,0,0,0,0,False,7,25,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,7,0,False,0,0,0,0,0,False,0,0,12,0,0,False,0,0,0,0,0,False
2023-09-06 23:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,13,0,0,0,False,0,0,7,0,0,False,0,0,0,0,0,False
2023-09-07 00:00:00,0,0,0,5,0,False,12,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,11,0,0,0,0,False,0,10,0,0,18,False,0,0,0,0,0,False,0,0,0,0,14,False,0,0,0,0,8,False
2023-09-07 01:00:00,0,0,0,0,0,False,0,9,0,0,0,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,15,0,0,0,0,False,0,11,0,4,0,False,0,0,0,0,0,False,0,0,16,0,0,False,0,0,0,0,0,False
