date,Safemoon V2 crypto,Aurora crypto,Storj crypto,REI Network crypto,Venus crypto,isPartial,Flamingo crypto,OpenANX crypto,Cream crypto,Adventure Gold crypto,COTI crypto,isPartial,COMBO crypto,LeverFi crypto,Symbol crypto,BitForex Token crypto,DAD Chain crypto,isPartial,Hifi Finance crypto,Crust Network crypto,Gitcoin crypto,CyberConnect crypto,SafePal crypto,isPartial,Baby Doge Coin crypto,Ampleforth Governance Token crypto,Linear crypto,Prometeus crypto,Tellor crypto,isPartial,Alchemix crypto,Radicle crypto,Groestlcoin crypto,Flux crypto,SKALE crypto,isPartial,Origin protocol crypto,Kaspa crypto,Stox crypto,Coin98 crypto,Komodo crypto,isPartial,Chromia crypto,Red Pulse Phoenix Binance crypto,Highstreet crypto,Dusk Network crypto,Synthetix Network crypto,isPartial,BakeryToken crypto,Astar crypto,XANA crypto,Midnight crypto,Machine Xchange Coin crypto,isPartial,Echelon Prime crypto,ASD crypto,Seedify.fund crypto,Dent crypto,Automata Network crypto,isPartial
2023-09-07 03:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 04:00:00,0,47,0,0,0,False,0,0,0,21,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,33,0,False
2023-09-07 05:00:00,30,0,0,0,0,False,25,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,18,False,0,0,0,0,0,False,0,10,0,0,22,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,28,0,0,0,0,False
2023-09-07 06:00:00,0,0,0,0,0,False,100,0,0,33,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,17,False,0,0,0,0,0,False,0,0,0,0,0,False,0,26,0,0,0,False,34,0,0,92,0,False
2023-09-07 07:00:00,0,64,0,0,40,False,87,0,0,0,0,False,27,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,41,0,0,0,False,0,0,0,0,0,False
2023-09-07 08:00:00,0,0,0,0,0,False,44,0,0,0,0,False,0,0,0,0,0,False,0,0,38,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,17,21,0,26,0,False,0,0,32,0,0,False,0,0,0,0,0,False,38,0,0,0,0,False
2023-09-07 09:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,31,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 10:00:00,0,0,0,0,43,False,0,0,43,0,35,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,17,0,11,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,58,0,0,0,False,0,0,0,0,0,False
2023-09-07 11:00:00,16,0,0,0,0,False,0,0,0,0,0,False,15,0,10,0,0,False,0,0,10,0,0,False,0,16,0,7,13,False,9,0,0,0,12,False,9,21,0,0,0,False,0,0,0,0,0,False,0,0,0,10,0,False,0,0,0,0,0,False
2023-09-07 12:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,7,False,0,5,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,14,0,0,False,9,0,0,0,0,False
2023-09-07 13:00:00,0,11,0,0,0,False,9,0,0,0,7,False,0,0,0,0,0,False,0,0,0,7,0,False,7,0,0,0,0,False,0,6,0,0,7,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 14:00:00,8,0,0,0,0,False,0,0,0,0,6,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,4,0,6,False,4,0,0,0,0,False,3,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 15:00:00,0,0,0,0,17,False,0,0,0,0,9,False,0,0,5,0,0,False,0,0,0,0,5,False,0,5,0,0,0,False,0,0,0,11,0,False,2,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,9,0,0,0,0,False
2023-09-07 16:00:00,0,8,0,0,0,False,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,5,0,0,4,0,False,0,3,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 17:00:00,0,6,0,0,0,False,9,0,0,0,0,False,6,0,0,0,0,False,0,0,0,0,0,False,0,0,0,2,0,False,0,0,0,0,0,False,0,0,0,0,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,6,0,False
2023-09-07 18:00:00,0,0,0,0,25,False,5,0,6,0,0,False,7,0,0,0,0,False,0,0,0,0,0,False,0,0,4,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 19:00:00,0,0,7,0,0,False,5,0,0,0,13,False,0,0,0,0,0,False,0,0,0,0,4,False,0,0,0,0,0,False,0,0,0,0,0,False,3,0,0,6,0,False,6,0,0,0,0,False,0,0,0,4,0,False,8,0,0,0,0,False
2023-09-07 20:00:00,28,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,2,False,0,0,0,0,0,False,0,2,0,0,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 21:00:00,7,0,0,0,0,False,9,0,6,0,0,False,0,0,0,0,0,False,0,0,10,0,0,False,0,0,0,5,0,False,11,0,0,0,4,False,0,0,0,3,0,False,0,0,16,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-07 22:00:00,0,13,0,0,0,False,5,0,0,0,6,False,10,0,0,0,0,False,0,0,0,0,12,False,0,0,0,0,0,False,0,0,0,0,11,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,8,0,0,False,0,0,0,0,0,False
2023-09-07 23:00:00,8,0,0,0,8,False,11,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,8,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,7,0,False
2023-09-08 00:00:00,0,0,0,0,7,False,6,0,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,0,0,4,0,0,False,0,0,0,5,0,False,0,0,0,0,0,False,11,0,0,0,0,False,0,0,4,0,0,False,14,0,0,0,0,False
2023-09-08 01:00:00,0,20,10,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False,0,10,0,5,5,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,5,0,0,0,0,False
2023-09-08 02:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,11,0,0,False,0,0,0,0,7,False,0,0,0,0,0,False,0,0,0,0,4,False,0,0,4,0,0,False,0,0,0,0,0,False,14,0,0,0,0,False
2023-09-08 03:00:00,23,0,0,0,0,False,0,0,10,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,9,7,0,0,0,False,0,3,0,0,0,False,0,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False
2023-09-08 04:00:00,0,16,0,0,0,False,0,0,0,0,0,False,20,0,0,0,0,False,0,0,0,0,0,False,0,0,0,10,5,False,0,0,0,0,0,False,7,6,0,0,0,False,0,0,0,0,0,False,0,0,0,36,0,False,17,0,0,0,0,False
2023-09-08 05:00:00,0,0,19,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,15,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,0,0,0,0,False,0,16,0,0,0,False,0,0,0,0,0,False
2023-09-08 06:00:00,38,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,49,0,0,0,False,0,0,0,0,0,False,0,23,0,0,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,0,0,False
2023-09-08 07:00:00,0,0,0,0,0,False,0,0,0,0,44,False,0,0,0,0,0,False,0,0,0,0,0,False,0,43,0,0,19,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-08 08:00:00,0,0,0,0,0,False,0,0,87,0,0,False,75,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,33,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,22,0,0,False,0,0,0,78,0,False,0,0,0,0,0,False
2023-09-08 09:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,100,0,False,22,0,36,0,0,False,0,0,0,32,0,False,0,0,0,17,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-08 10:00:00,0,0,0,0,0,False,62,0,0,0,0,False,0,0,0,0,0,False,0,0,23,0,0,False,0,11,0,0,0,False,19,0,0,0,0,False,0,0,0,0,0,False,0,0,38,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-08 11:00:00,0,19,0,0,0,False,0,0,31,0,0,False,0,0,14,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,21,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,14,0,False
2023-09-08 12:00:00,9,0,13,0,0,False,0,0,0,14,36,False,0,0,0,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,22,0,6,0,0,False,0,0,0,0,0,False,12,0,0,0,0,False
2023-09-08 13:00:00,0,0,17,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-08 14:00:00,0,8,0,0,0,False,0,0,0,0,6,False,0,0,10,0,0,False,0,0,0,0,4,False,3,0,0,0,0,False,0,0,0,0,0,False,2,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False
2023-09-08 15:00:00,0,10,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,5,0,0,0,0,False,0,0,0,0,8,False,0,0,0,0,3,False,8,0,0,0,0,False,0,4,0,0,0,False,0,0,0,10,0,False
2023-09-08 16:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,0,False,0,0,0,3,0,False,0,0,0,0,0,False,4,0,4,0,0,False,0,0,4,10,0,False,0,0,0,0,0,False
2023-09-08 17:00:00,0,0,0,0,0,False,0,0,9,11,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,0,0,0,0,False,0,0,0,0,0,False,0,0,0,5,0,False,0,0,0,0,0,False
2023-09-08 18:00:00,0,0,7,0,0,False,0,0,0,0,6,False,7,0,5,0,0,False,0,0,0,0,11,False,0,0,0,0,0,False,7,0,0,0,0,False,2,0,0,0,5,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-08 19:00:00,0,0,0,0,13,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,6,3,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,7,0,5,0,False,13,0,0,0,0,False
2023-09-08 20:00:00,0,0,5,0,14,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,3,7,False,0,0,0,0,0,False,0,0,0,0,0,False,0,9,0,0,0,False,6,0,0,0,0,False
2023-09-08 21:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,6,0,0,3,5,False,3,0,0,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False,10,0,0,0,0,False
2023-09-08 22:00:00,16,0,14,0,6,False,0,0,0,19,15,False,0,0,0,0,0,False,0,0,0,4,7,False,0,0,0,3,0,False,5,9,0,4,0,False,0,8,0,0,5,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-08 23:00:00,0,0,0,0,0,False,0,0,0,0,11,False,0,0,0,0,0,False,0,0,0,0,0,False,4,0,4,0,8,False,0,0,0,0,0,False,0,0,0,0,3,False,8,0,0,0,0,False,0,0,0,5,0,False,0,0,0,0,0,False
2023-09-09 00:00:00,0,9,20,0,0,False,0,0,0,0,0,False,5,0,4,0,0,False,0,0,0,0,5,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 01:00:00,0,17,0,0,30,False,0,0,8,0,0,False,18,0,0,0,0,False,0,0,0,0,0,False,3,0,0,3,0,False,0,0,0,0,0,False,0,0,0,0,3,False,0,0,0,0,0,False,0,0,0,7,0,False,0,0,0,6,0,False
2023-09-09 02:00:00,0,0,0,0,0,False,0,0,23,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,5,False,4,3,0,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 03:00:00,12,13,0,0,0,False,11,0,13,0,0,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,4,0,0,False,0,17,0,5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False,14,0,0,0,0,False
2023-09-09 04:00:00,15,10,0,0,0,False,18,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,10,8,0,0,0,False,0,0,0,19,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,25,0,0,0,0,False
2023-09-09 05:00:00,0,0,0,0,24,False,42,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,44,False,10,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,14,0,0,0,0,False
2023-09-09 06:00:00,0,0,0,0,0,False,39,0,0,0,0,False,0,0,47,0,0,False,0,0,0,0,0,False,0,15,0,0,0,False,19,35,0,10,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,21,0,0,0,0,False
2023-09-09 07:00:00,36,0,0,0,0,False,39,0,0,0,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,0,16,False,14,0,0,20,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 08:00:00,45,51,0,0,0,False,0,0,0,49,0,False,50,0,0,0,0,False,0,0,0,0,0,False,0,37,0,0,0,False,23,20,0,0,0,False,24,22,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,39,0,0,0,0,False
2023-09-09 09:00:00,0,97,0,0,0,False,60,0,0,0,0,False,28,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,54,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,37,0,0,0,0,False
2023-09-09 10:00:00,0,0,0,0,0,False,28,0,0,0,0,False,19,0,32,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,100,0,0,0,0,False
2023-09-09 11:00:00,0,30,0,0,0,False,0,0,0,30,46,False,0,0,0,0,0,False,0,0,0,0,0,False,0,32,0,9,13,False,0,0,0,18,0,False,0,0,0,0,0,False,0,0,19,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 12:00:00,13,0,49,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,12,0,0,0,False,0,0,0,0,0,False,0,0,19,0,0,False,0,0,0,0,0,False,24,0,0,0,0,False
2023-09-09 13:00:00,0,0,0,0,0,False,12,0,0,25,0,False,0,0,36,0,0,False,0,0,0,0,0,False,0,0,0,5,0,False,0,0,0,11,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,8,0,0,0,False,9,0,0,0,0,False
2023-09-09 14:00:00,0,0,0,0,0,False,8,0,0,0,8,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,6,False,0,7,0,10,0,False,0,5,0,16,0,False,0,0,0,0,0,False,0,0,0,0,0,False,9,0,0,0,0,False
2023-09-09 15:00:00,0,0,8,0,11,False,24,0,16,0,0,False,0,0,19,0,0,False,0,0,0,0,11,False,0,0,0,0,0,False,0,0,0,7,0,False,0,0,0,0,0,False,18,0,0,0,0,False,0,0,6,0,0,False,9,0,0,0,0,False
2023-09-09 16:00:00,0,0,10,0,0,False,9,0,0,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,8,0,False,0,0,0,4,0,False,0,0,0,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,10,0,0,21,0,False
2023-09-09 17:00:00,0,0,0,0,0,False,12,0,0,0,0,False,0,0,4,0,0,False,0,0,0,6,0,False,0,0,0,5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False,0,0,0,20,0,False
2023-09-09 18:00:00,8,0,0,0,0,False,0,0,0,0,0,False,5,0,0,0,0,False,0,0,0,0,7,False,5,0,0,0,0,False,4,0,0,0,4,False,0,4,0,0,4,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 19:00:00,0,0,8,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,4,0,0,False,0,0,0,0,0,False
2023-09-09 20:00:00,14,0,16,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,0,False,0,0,0,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,0,6,0,0,False,0,0,0,7,0,False
2023-09-09 21:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,7,0,0,3,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 22:00:00,16,8,0,0,0,False,0,0,0,0,7,False,0,0,0,0,0,False,0,0,9,0,0,False,8,3,0,0,0,False,0,3,0,0,0,False,0,8,0,0,2,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-09 23:00:00,0,8,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,7,7,0,False,3,0,0,0,0,False,0,0,0,0,0,False,4,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,9,0,False
2023-09-10 00:00:00,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,6,0,0,0,False,0,0,0,5,8,False,3,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-10 01:00:00,0,0,0,0,0,True,0,0,34,0,36,True,0,0,18,0,0,True,0,0,0,0,0,True,0,0,0,0,18,True,0,0,0,13,0,True,0,0,0,7,8,True,0,0,0,0,0,True,0,0,0,0,0,True,0,0,0,0,0,True
