Coin name,Percentage change,2023-09-03 04:00:00,2023-09-03 05:00:00,2023-09-03 06:00:00,2023-09-03 07:00:00,2023-09-03 08:00:00,2023-09-03 09:00:00,2023-09-03 10:00:00,2023-09-03 11:00:00,2023-09-03 12:00:00,2023-09-03 13:00:00,2023-09-03 14:00:00,2023-09-03 15:00:00,2023-09-03 16:00:00,2023-09-03 17:00:00,2023-09-03 18:00:00,2023-09-03 19:00:00,2023-09-03 20:00:00,2023-09-03 21:00:00,2023-09-03 22:00:00,2023-09-03 23:00:00,2023-09-04 00:00:00,2023-09-04 01:00:00,2023-09-04 02:00:00,2023-09-04 03:00:00,2023-09-04 04:00:00,2023-09-04 05:00:00,2023-09-04 06:00:00,2023-09-04 07:00:00,2023-09-04 08:00:00,2023-09-04 09:00:00,2023-09-04 10:00:00,2023-09-04 11:00:00,2023-09-04 12:00:00,2023-09-04 13:00:00,2023-09-04 14:00:00,2023-09-04 15:00:00,2023-09-04 16:00:00,2023-09-04 17:00:00,2023-09-04 18:00:00,2023-09-04 19:00:00,2023-09-04 20:00:00,2023-09-04 21:00:00,2023-09-04 22:00:00,2023-09-04 23:00:00,2023-09-05 00:00:00,2023-09-05 01:00:00,2023-09-05 02:00:00,2023-09-05 03:00:00,2023-09-05 04:00:00,2023-09-05 05:00:00,2023-09-05 06:00:00,2023-09-05 07:00:00,2023-09-05 08:00:00,2023-09-05 09:00:00,2023-09-05 10:00:00,2023-09-05 11:00:00,2023-09-05 12:00:00,2023-09-05 13:00:00,2023-09-05 14:00:00,2023-09-05 15:00:00,2023-09-05 16:00:00,2023-09-05 17:00:00,2023-09-05 18:00:00,2023-09-05 19:00:00,2023-09-05 20:00:00,2023-09-05 21:00:00,2023-09-05 22:00:00,2023-09-05 23:00:00,2023-09-06 00:00:00,2023-09-06 01:00:00,2023-09-06 02:00:00,2023-09-06 03:00:00,2023-09-06 04:00:00,2023-09-06 05:00:00,2023-09-06 06:00:00,2023-09-06 07:00:00,2023-09-06 08:00:00,2023-09-06 09:00:00,2023-09-06 10:00:00,2023-09-06 11:00:00,2023-09-06 12:00:00,2023-09-06 13:00:00,2023-09-06 14:00:00,2023-09-06 15:00:00,2023-09-06 16:00:00,2023-09-06 17:00:00,2023-09-06 18:00:00,2023-09-06 19:00:00,2023-09-06 20:00:00,2023-09-06 21:00:00,2023-09-06 22:00:00,2023-09-06 23:00:00,2023-09-07 00:00:00,2023-09-07 01:00:00,2023-09-07 02:00:00,2023-09-07 03:00:00,2023-09-07 04:00:00,2023-09-07 05:00:00,2023-09-07 06:00:00,2023-09-07 07:00:00,2023-09-07 08:00:00,2023-09-07 09:00:00,2023-09-07 10:00:00,2023-09-07 11:00:00,2023-09-07 12:00:00,2023-09-07 13:00:00,2023-09-07 14:00:00,2023-09-07 15:00:00,2023-09-07 16:00:00,2023-09-07 17:00:00,2023-09-07 18:00:00,2023-09-07 19:00:00,2023-09-07 20:00:00,2023-09-07 21:00:00,2023-09-07 22:00:00,2023-09-07 23:00:00,2023-09-08 00:00:00,2023-09-08 01:00:00,2023-09-08 02:00:00,2023-09-08 03:00:00,2023-09-08 04:00:00,2023-09-08 05:00:00,2023-09-08 06:00:00,2023-09-08 07:00:00,2023-09-08 08:00:00,2023-09-08 09:00:00,2023-09-08 10:00:00,2023-09-08 11:00:00,2023-09-08 12:00:00,2023-09-08 13:00:00,2023-09-08 14:00:00,2023-09-08 15:00:00,2023-09-08 16:00:00,2023-09-08 17:00:00,2023-09-08 18:00:00,2023-09-08 19:00:00,2023-09-08 20:00:00,2023-09-08 21:00:00,2023-09-08 22:00:00,2023-09-08 23:00:00,2023-09-09 00:00:00,2023-09-09 01:00:00,2023-09-09 02:00:00,2023-09-09 03:00:00,2023-09-09 04:00:00,2023-09-09 05:00:00,2023-09-09 06:00:00,2023-09-09 07:00:00,2023-09-09 08:00:00,2023-09-09 09:00:00,2023-09-09 10:00:00,2023-09-09 11:00:00,2023-09-09 12:00:00,2023-09-09 13:00:00,2023-09-09 14:00:00,2023-09-09 15:00:00,2023-09-09 16:00:00,2023-09-09 17:00:00,2023-09-09 18:00:00,2023-09-09 19:00:00,2023-09-09 20:00:00,2023-09-09 21:00:00,2023-09-09 22:00:00,2023-09-09 23:00:00,2023-09-10 00:00:00,2023-09-10 01:00:00,2023-09-10 02:00:00,2023-09-10 03:00:00
Zebec Protocol,+1.68%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voyager Token,+1.68%,8,0,0,0,0,0,0,0,0,37,9,0,0,0,6,0,0,5,0,0,0,0,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,7,10,0,0,0,0,0,31,0,0,0,27,0,0,0,0,10,0,0,0,8,4,0,0,0,0,0,12,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,46,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,5,0,0,0
Terra Classic,+1.68%,0,28,0,24,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,43,0,0,0,26,14,0,23,10,0,0,8,7,0,0,0,0,0,14,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,19,0,0,0,0,19,0,45,0,0,0,0,7,0,0,7,4,0,0,0,0,0,0,0,0,7,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,9,0,0,0,36,0,0,25,0,0,0,0,22,0,11,5,0,14,0,0,0,0,0,0,0
XinFin Network,+1.65%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOKI,+1.65%,0,65,0,0,0,0,33,0,43,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,51,0,0,0,17,0,0,0,0,0,0,15,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,24,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,12,11,0,0,13,0,10,0,0,0,0,0,26,0,0,0,0,0,0,0,33,0,20,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,14,0,0,0,100,0,0,17,0,18,0,7,0,0,0,0,0,0,0,0,0,0,18
StreamCoin,+1.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
League of Kingdoms Arena,+1.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propy,+1.59%,0,20,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,8,0,0,7,0,13,0,0,0,22,0,0,0,0,0,0,22,0,0,0,7,12,0,0,0,0,0,0,8,16,14,0,0,0,0,0,0,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,60,0,16,0,0,8,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,9
DOSE,+1.57%,8,0,0,46,100,22,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,21,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,10,11,3,0,6,0,0,38,0,0,84,20,0,0,0,0,4,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,4,8,0,0,0,0,0,0,0,0,10,0,0,35,0,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,10,0,12,27,0,0,0,0,0,0,0,0,0,0,4,9,0,9,0,0,0,0,8,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellipsis,+1.57%,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,5,0,0,0,0,0,13,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,3,0,0,0,0,0,13,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,13,0,8,0,0,9,0,0,0,7,0,0,0,0,4,5,0,0,0,0,0,0,0,15,0,14,0,13,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,14,0,5,0,4,4,0,12,0,0,4
Pundi X,+1.51%,0,0,0,0,0,0,0,0,0,7,6,0,0,0,7,4,16,0,0,0,0,0,0,0,0,8,0,0,29,0,32,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,28,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,14,0,0,0,0,0,7,0,0,0,10,3,0,3,0,0,4,6,0,3,5,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,5,0,0,0,0,8,3,3,4,0,14,0,0,0,46,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,7,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Holo,+1.50%,0,8,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,6,10,0,0,0,15,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,16,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,31,0,22,0,0,0,0,8,6,0,8,0,0,0,0,9,0,3,4,0,0,0,0,0,0,0,22,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,0,0,0,23,16,0,0,0,0,33,0,0,0,0,5,0,0,0,4,0,4,0,0,0,4,5,5,13
Simple Ledger Protocol,+1.50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethernity Chain,+1.50%,0,0,0,0,0,100,0,0,23,0,0,0,8,7,6,0,0,0,0,18,7,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,8,12,25,0,0,0,0,0,0,67,0,49,36,0,7,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,31,0,54,0,0,10,8,0,0,0,12,0,0,0,0,6,9,0,0,9,0,0,0,37,0,39,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,38,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0
Uquid Coin,+1.50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unibot,+1.49%,0,0,31,0,0,0,67,0,0,0,0,0,9,0,0,8,0,9,0,0,11,0,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,13,7,0,0,0,0,30,0,34,0,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37,0,0,21,0,0,6,0,0,0,0,0,0,0,0,14,5,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,8,0,11,0,0,0,0,8,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,10
VITE,+1.48%,14,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,14,0,0,0,0,0,0,0,0,0,0,18,6,9,0,0,0,23,0,0,44,0,0,0,0,0,0,0,5,0,0,0,0,9,0,6,0,0,0,0,0,0,80,0,50,22,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,65,0,37,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,25,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMA,+1.47%,0,0,0,0,0,0,0,79,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,44,0,0,0,0,100,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,47,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,6,0,0,9,17,0,0,31,0,39,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,12,0,0,0,0,0,27,0,0,0,9,7,0,6,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,27,0,0,0
Opulous,+1.47%,0,0,0,30,85,65,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,30,0,14,0,0,0,0,5,0,0,6,0,0,0,0,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,3,0,0,0,0,0,14,0,0,0,54,65,0,0,0,0,0,0,4,0,0,0,0,5,0,7,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,0
TerraClassicUSD,+1.44%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOE,+1.43%,0,0,0,0,0,0,43,21,0,11,8,0,0,0,0,0,5,0,0,0,0,0,6,9,0,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,7,0,0,0,16,0,0,0,0,20,0,0,0,0,0,4,0,6,0,3,10,0,0,0,0,8,0,28,22,0,0,0,0,14,4,5,3,3,0,0,3,0,0,0,0,0,0,5,0,0,9,0,0,0,38,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,41,0,26,20,0,34,0,6,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,35,14,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0
Mantra DAO,+1.42%,0,0,0,0,19,0,0,0,0,11,0,4,0,0,0,0,0,0,0,7,0,0,0,8,0,23,0,0,0,0,0,20,12,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,11,0,0,0,0,24,19,9,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,0,0,0,13,0,20,8,4,0,0,0,0,0,0,0,0,0,6
WHALE,+1.41%,7,22,0,15,82,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,7,9,12,0,0,18,0,41,0,0,0,12,22,0,0,0,0,0,0,0,0,0,7,3,6,0,8,0,9,0,17,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,5,0,3,0,0,0,0,54,0,43,0,0,0,21,0,0,3,0,0,0,0,6,0,0,0,0,7,0,6,0,0,0,0,0,0,27,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,21,17,0,0,0,0,8,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,14,29,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0
